13	17	1
17	9	1
17	57	1
45	59	2
1	54	3
36	59	4
29	52	5
11	51	6
20	36	7
28	30	8
21	33	9
14	38	10
13	6	11
57	6	11
6	9	11
0	47	12
19	7	13
38	44	14
5	56	15
32	60	16
33	38	17
16	33	18
33	34	19
0	14	20
19	30	21
14	50	22
43	53	23
56	6	24
23	45	25
15	45	26
40	7	27
26	27	28
25	26	28
25	27	28
53	61	29
21	29	30
54	57	31
13	54	31
33	37	32
37	43	33
14	37	34
1	19	35
42	47	36
1	41	37
41	9	38
13	41	38
41	57	38
37	61	39
45	50	40
20	44	41
15	59	42
37	45	43
21	45	44
37	8	45
13	57	46
57	9	46
13	9	46
19	54	47
14	34	48
20	8	49
36	39	50
30	42	51
38	58	52
36	37	53
3	8	54
45	51	55
16	50	56
18	21	57
2	44	58
29	45	59
38	52	60
33	43	61
20	38	62
38	43	63
28	8	64
1	26	65
1	27	65
13	5	66
5	9	66
5	57	66
59	8	67
46	49	68
14	33	69
18	24	70
10	42	71
17	25	72
17	27	72
14	40	73
24	29	74
18	29	74
41	54	75
40	52	76
45	8	77
1	36	78
18	51	79
24	51	79
34	49	80
1	17	81
37	40	82
3	59	83
39	57	84
14	52	85
28	47	86
1	28	87
27	7	88
29	35	89
21	51	90
14	16	91
20	50	92
17	31	93
0	15	94
0	42	95
14	24	96
15	40	97
20	28	98
17	6	99
18	20	100
33	40	101
15	24	102
15	18	102
42	50	103
24	45	104
18	45	104
51	55	105
33	50	106
29	43	107
17	22	108
23	51	109
43	46	110
30	47	111
14	43	112
16	20	113
50	51	114
36	40	115
34	37	116
21	37	117
14	3	118
54	6	119
12	33	120
16	38	121
15	55	122
16	37	123
10	29	124
54	7	125
0	10	126
34	44	127
10	2	128
10	47	129
4	51	130
29	51	131
20	47	132
32	9	133
13	32	133
2	61	134
30	7	135
23	36	136
2	42	137
48	57	138
0	40	139
