36	59	1
20	36	2
32	60	3
40	7	4
53	61	5
36	39	6
2	44	7
46	49	8
1	36	9
34	49	10
1	28	11
13	17	12
45	59	12
1	54	12
29	52	12
11	51	12
26	27	12
17	9	12
37	45	12
21	33	12
14	38	12
13	6	12
41	9	12
0	47	12
19	7	12
38	44	12
5	56	12
16	33	12
33	34	12
0	14	12
19	30	12
14	50	12
54	57	12
56	6	12
23	45	12
15	45	12
25	26	12
13	54	12
33	37	12
37	43	12
14	37	12
15	59	12
20	38	12
13	41	12
37	61	12
12	33	12
45	50	12
20	44	12
1	19	12
28	30	12
21	45	12
4	51	12
37	8	12
13	57	12
19	54	12
57	9	12
14	34	12
20	8	12
33	43	12
30	42	12
38	58	12
36	37	12
3	8	12
28	47	12
0	10	12
16	50	12
24	29	12
18	21	12
15	24	12
29	45	12
38	52	12
1	41	12
38	43	12
28	8	12
1	26	12
41	57	12
13	5	12
59	8	12
14	33	12
33	38	12
10	42	12
5	9	12
17	25	12
17	57	12
14	40	12
29	35	12
24	45	12
41	54	12
40	52	12
32	9	12
45	8	12
18	51	12
10	47	12
1	17	12
37	40	12
3	59	12
39	57	12
14	52	12
57	6	12
45	51	12
27	7	12
21	51	12
14	16	12
20	50	12
17	31	12
0	42	12
18	24	12
24	51	12
20	28	12
17	6	12
13	9	12
33	40	12
15	18	12
1	27	12
34	37	12
18	45	12
51	55	12
33	50	12
29	43	12
17	22	12
23	51	12
30	47	12
14	43	12
5	57	12
18	29	12
50	51	12
42	47	12
21	37	12
14	3	12
54	6	12
17	27	12
16	38	12
25	27	12
15	55	12
16	37	12
54	7	12
21	29	12
15	40	12
10	2	12
6	9	12
16	20	12
29	51	12
20	47	12
13	32	12
30	7	12
2	42	12
48	57	12
0	40	12
0	15	13
14	24	14
18	20	15
42	50	16
43	53	17
43	46	17
36	40	18
10	29	19
34	44	20
2	61	21
23	36	22
