32	60	1
43	53	2
40	7	3
53	61	4
37	61	5
13	17	6
1	54	6
26	27	6
17	9	6
13	6	6
41	9	6
0	47	6
19	7	6
5	56	6
19	30	6
54	57	6
56	6	6
25	26	6
13	54	6
13	41	6
1	19	6
28	30	6
13	57	6
19	54	6
57	9	6
20	8	6
30	42	6
28	47	6
0	10	6
1	41	6
28	8	6
1	26	6
41	57	6
13	5	6
10	42	6
5	9	6
17	25	6
17	57	6
41	54	6
32	9	6
10	47	6
1	17	6
57	6	6
1	28	6
27	7	6
0	42	6
20	28	6
17	6	6
13	9	6
1	27	6
30	47	6
5	57	6
42	47	6
54	6	6
20	36	6
17	27	6
25	27	6
54	7	6
10	2	6
6	9	6
20	47	6
13	32	6
30	7	6
2	42	6
36	39	7
38	58	8
2	44	9
46	49	10
1	36	11
34	49	12
39	57	13
48	57	13
29	35	14
45	59	15
36	59	15
29	52	15
11	51	15
37	45	15
21	33	15
14	38	15
38	44	15
16	33	15
33	34	15
0	14	15
14	50	15
23	45	15
15	45	15
33	37	15
37	43	15
14	37	15
15	59	15
20	38	15
45	50	15
20	44	15
21	45	15
4	51	15
37	8	15
14	34	15
33	43	15
36	37	15
3	8	15
16	50	15
24	29	15
18	21	15
15	24	15
29	45	15
38	52	15
38	43	15
59	8	15
14	33	15
33	38	15
14	40	15
24	45	15
40	52	15
45	8	15
18	51	15
37	40	15
3	59	15
14	52	15
45	51	15
21	51	15
14	16	15
20	50	15
0	15	15
14	24	15
18	24	15
24	51	15
18	20	15
33	40	15
15	18	15
34	37	15
18	45	15
51	55	15
33	50	15
29	43	15
23	51	15
14	43	15
18	29	15
50	51	15
36	40	15
21	37	15
16	38	15
15	55	15
16	37	15
21	29	15
34	44	15
15	40	15
16	20	15
29	51	15
23	36	15
0	40	15
42	50	16
17	31	17
17	22	17
43	46	18
14	3	19
12	33	20
10	29	21
2	61	22
