36	59	1
29	52	2
20	36	3
5	56	4
32	60	5
0	14	6
43	53	7
40	7	8
53	61	9
37	61	10
20	44	11
15	59	12
37	45	13
37	8	14
13	17	15
1	54	15
17	9	15
13	6	15
41	9	15
19	7	15
19	30	15
54	57	15
56	6	15
13	54	15
13	41	15
1	19	15
13	57	15
19	54	15
57	9	15
1	41	15
41	57	15
13	5	15
5	9	15
17	57	15
41	54	15
32	9	15
39	57	15
57	6	15
17	6	15
13	9	15
5	57	15
54	6	15
54	7	15
6	9	15
13	32	15
30	7	15
48	57	15
20	8	16
36	39	17
36	37	18
3	8	19
59	8	19
3	59	19
2	44	20
28	8	21
46	49	22
0	47	23
28	30	23
30	42	23
28	47	23
0	10	23
10	42	23
10	47	23
0	42	23
30	47	23
42	47	23
10	2	23
2	42	23
40	52	24
1	36	25
34	49	26
1	17	27
1	28	28
27	7	29
21	33	30
14	38	30
38	44	30
16	33	30
33	34	30
14	50	30
33	37	30
37	43	30
14	37	30
20	38	30
12	33	30
14	34	30
33	43	30
38	58	30
16	50	30
38	52	30
38	43	30
14	33	30
33	38	30
14	40	30
37	40	30
14	52	30
14	16	30
20	50	30
33	40	30
34	37	30
33	50	30
14	43	30
21	37	30
16	38	30
16	37	30
16	20	30
0	15	31
14	24	32
15	40	33
20	28	34
20	47	34
18	20	35
42	50	36
45	59	37
11	51	37
23	45	37
15	45	37
45	50	37
21	45	37
4	51	37
24	29	37
18	21	37
15	24	37
29	45	37
29	35	37
24	45	37
45	8	37
18	51	37
45	51	37
21	51	37
18	24	37
24	51	37
15	18	37
18	45	37
51	55	37
23	51	37
18	29	37
21	29	37
29	51	37
29	43	38
17	31	39
17	22	39
43	46	40
50	51	41
36	40	42
14	3	43
26	27	44
25	26	44
1	26	44
17	25	44
1	27	44
17	27	44
25	27	44
15	55	45
10	29	46
34	44	47
2	61	48
23	36	49
0	40	50
