1	45	59
2	1	54
3	59	36
4	29	52
5	11	51
6	20	36
7	33	21
8	44	38
9	56	5
10	60	32
11	0	14
12	43	53
13	56	6
14	40	7
15	61	53
16	1	19
17	1	41
18	61	37
19	45	50
20	44	20
21	15	59
22	45	37
23	8	37
24	13	48	17	19	54	57	30	41	5	7	6	9	32
25	8	20
26	39	36
27	38	58
28	37	36
29	8	3	59
30	44	2
31	38	52
32	38	20
33	8	28
34	46	49
35	0	2	10	47	30	28	42
36	25	27	17
37	40	52
38	8	45
39	1	36
40	34	49
41	1	17
42	37	40
43	39	57
44	1	28
45	27	7
46	29	35
47	52	38	14	16	33	37	43	40	50	34
48	20	50
49	31	17
50	0	15
51	24	14
52	15	40
53	20	28
54	18	20
55	42	50
56	24	15	21	23	18	45	51	29
57	55	51
58	29	43
59	17	22
60	51	23
61	46	43
62	20	16
63	51	50
64	36	40
65	37	21
66	3	14
67	33	12
68	1	25	26	27
69	55	15
70	10	29
71	44	34
72	51	4
73	47	20
74	61	2
75	36	23
76	0	40
