1	45,59
2	1,54
3	36,59
4	29,52
5	11,51
6	20,36
7	28,30
8	21,33
9	14,38
10	0,47
11	19,7
12	38,44
13	5,56
14	32,60
15	33,38
16	33,34
17	0,14
18	19,30
19	14,50
20	43,53
21	56,6
22	23,45
23	15,45
24	40,7
25	53,61
26	21,29
27	37,43
28	1,19
29	1,41
30	37,61
31	45,50
32	20,44
33	15,59
34	37,45
35	37,8
36	5,57	54,57	13,17	41,9	13,32	13,54	5,9	13,5	41,57	13,57	13,6	57,9	17,9	13,41	13,9	32,9	6,9	57,6
37	19,54
38	14,34
39	20,8
40	36,39
41	30,42
42	38,58
43	36,37
44	3,8
45	16,50
46	2,44
47	15,24
48	29,45
49	38,52
50	33,43
51	20,38
52	38,43
53	28,8
54	1,26
55	59,8
56	46,49
57	42,47	10,47	10,42
58	17,25
59	17,57
60	14,40
61	41,54
62	40,52
63	45,8
64	1,36
65	34,49
66	1,17
67	37,40
68	3,59
69	39,57
70	14,52
71	28,47
72	1,28
73	27,7
74	29,35
75	21,51
76	14,37	14,16	16,33	14,33	33,37
77	20,50
78	17,31
79	0,15
80	0,42
81	14,24
82	15,40
83	20,28
84	17,6
85	18,20
86	33,40
87	15,18
88	42,50
89	1,27
90	18,29	18,24	21,45	24,29	24,51	24,45	18,45	18,21	45,51	18,51
91	51,55
92	33,50
93	29,43
94	17,22
95	23,51
96	43,46
97	30,47
98	14,43
99	16,20
100	50,51
101	36,40
102	34,37
103	21,37
104	14,3
105	54,6
106	12,33
107	17,27
108	16,38
109	25,26	25,27	26,27
110	15,55
111	16,37
112	10,29
113	54,7
114	0,10
115	34,44
116	10,2
117	4,51
118	29,51
119	20,47
120	2,61
121	30,7
122	23,36
123	2,42
124	48,57
125	0,40
