1	45	59
2	1	54
3	59	36
4	29	52
5	11	51
6	20	36
7	30	28
8	33	21
9	38	14
10	0	47
11	19	7
12	44	38
13	56	5
14	60	32
15	33	38
16	33	34
17	0	14
18	19	30
19	14	50
20	43	53
21	56	6
22	45	23
23	45	15
24	40	7
25	61	53
26	21	29
27	37	43
28	1	19
29	1	41
30	61	37
31	45	50
32	44	20
33	15	59
34	45	37
35	8	37
36	13	17	54	57	41	5	6	9	32
37	19	54
38	14	34
39	8	20
40	39	36
41	30	42
42	38	58
43	37	36
44	8	3
45	50	16
46	44	2
47	24	15
48	45	29
49	38	52
50	33	43
51	38	20
52	38	43
53	8	28
54	1	26
55	8	59
56	46	49
57	10	42	47
58	25	17
59	57	17
60	14	40
61	54	41
62	40	52
63	8	45
64	1	36
65	34	49
66	1	17
67	37	40
68	3	59
69	39	57
70	14	52
71	47	28
72	1	28
73	27	7
74	29	35
75	51	21
76	14	16	33	37
77	20	50
78	31	17
79	0	15
80	0	42
81	24	14
82	15	40
83	20	28
84	17	6
85	18	20
86	33	40
87	18	15
88	42	50
89	1	27
90	24	21	18	45	51	29
91	55	51
92	33	50
93	29	43
94	17	22
95	51	23
96	46	43
97	47	30
98	14	43
99	20	16
100	51	50
101	36	40
102	37	34
103	37	21
104	3	14
105	54	6
106	33	12
107	27	17
108	38	16
109	25	26	27
110	55	15
111	37	16
112	10	29
113	54	7
114	0	10
115	44	34
116	10	2
117	51	4
118	51	29
119	47	20
120	61	2
121	30	7
122	36	23
123	2	42
124	57	48
125	0	40
