45	59	1
1	54	2
36	59	3
29	52	4
11	51	5
20	36	6
28	30	7
21	33	8
14	38	9
0	47	10
19	7	11
38	44	12
5	56	13
32	60	14
33	38	15
33	34	16
0	14	17
19	30	18
14	50	19
43	53	20
56	6	21
23	45	22
15	45	23
40	7	24
53	61	25
21	29	26
37	43	27
1	19	28
1	41	29
37	61	30
45	50	31
20	44	32
15	59	33
37	45	34
37	8	35
13	17	36
17	9	36
13	6	36
41	9	36
54	57	36
13	54	36
13	41	36
13	57	36
57	9	36
41	57	36
13	5	36
5	9	36
32	9	36
57	6	36
13	9	36
5	57	36
6	9	36
13	32	36
19	54	37
14	34	38
20	8	39
36	39	40
30	42	41
38	58	42
36	37	43
3	8	44
16	50	45
2	44	46
15	24	47
29	45	48
38	52	49
33	43	50
20	38	51
38	43	52
28	8	53
1	26	54
59	8	55
46	49	56
10	42	57
10	47	57
42	47	57
17	25	58
17	57	59
14	40	60
41	54	61
40	52	62
45	8	63
1	36	64
34	49	65
1	17	66
37	40	67
3	59	68
39	57	69
14	52	70
28	47	71
1	28	72
27	7	73
29	35	74
21	51	75
16	33	76
33	37	76
14	37	76
14	33	76
14	16	76
20	50	77
17	31	78
0	15	79
0	42	80
14	24	81
15	40	82
20	28	83
17	6	84
18	20	85
33	40	86
15	18	87
42	50	88
1	27	89
21	45	90
24	29	90
18	21	90
24	45	90
18	51	90
45	51	90
18	24	90
24	51	90
18	45	90
18	29	90
51	55	91
33	50	92
29	43	93
17	22	94
23	51	95
43	46	96
30	47	97
14	43	98
16	20	99
50	51	100
36	40	101
34	37	102
21	37	103
14	3	104
54	6	105
12	33	106
17	27	107
16	38	108
26	27	109
25	26	109
25	27	109
15	55	110
16	37	111
10	29	112
54	7	113
0	10	114
34	44	115
10	2	116
4	51	117
29	51	118
20	47	119
2	61	120
30	7	121
23	36	122
2	42	123
48	57	124
0	40	125
