45	59	1
1	54	2
36	59	3
29	52	4
11	51	5
20	36	6
28	30	7
21	33	8
38	44	9
5	56	10
32	60	11
0	14	12
19	7	13
19	30	13
30	7	13
43	53	14
56	6	15
23	45	16
40	7	17
53	61	18
37	43	19
1	19	20
1	41	21
37	61	22
45	50	23
20	44	24
15	59	25
37	45	26
37	8	27
13	17	28
17	9	28
41	9	28
54	57	28
13	54	28
13	41	28
13	57	28
19	54	28
57	9	28
41	57	28
13	5	28
5	9	28
17	57	28
41	54	28
57	6	28
17	6	28
13	9	28
5	57	28
54	6	28
13	6	28
54	7	28
6	9	28
32	9	28
13	32	28
20	8	29
36	39	30
38	58	31
36	37	32
3	8	33
59	8	33
3	59	33
16	50	34
2	44	35
38	52	36
20	38	37
38	43	38
28	8	39
1	26	40
1	27	40
46	49	41
0	47	42
42	47	42
30	42	42
10	42	42
28	47	42
0	42	42
30	47	42
0	10	42
10	2	42
10	47	42
2	42	42
17	25	43
17	27	43
40	52	44
45	8	45
1	36	46
34	49	47
1	17	48
37	40	49
39	57	50
1	28	51
27	7	52
29	35	53
14	38	54
16	33	54
33	34	54
14	50	54
33	37	54
14	37	54
14	34	54
33	43	54
14	33	54
33	38	54
14	40	54
14	52	54
14	16	54
33	40	54
33	50	54
14	43	54
34	37	54
16	38	54
16	37	54
20	50	55
17	31	56
0	15	57
14	24	58
15	40	59
20	28	60
18	20	61
42	50	62
15	45	63
21	29	63
21	45	63
45	51	63
24	29	63
18	21	63
15	24	63
29	45	63
24	45	63
18	51	63
21	51	63
18	24	63
24	51	63
15	18	63
18	45	63
18	29	63
29	51	63
51	55	64
29	43	65
17	22	66
23	51	67
43	46	68
16	20	69
50	51	70
36	40	71
21	37	72
14	3	73
12	33	74
26	27	75
25	26	75
25	27	75
15	55	76
10	29	77
34	44	78
4	51	79
20	47	80
2	61	81
23	36	82
48	57	83
0	40	84
