45	59	1
1	54	2
36	59	3
29	52	4
11	51	5
20	36	6
21	33	7
38	44	8
5	56	9
32	60	10
0	14	11
43	53	12
56	6	13
40	7	14
53	61	15
1	19	16
1	41	17
37	61	18
45	50	19
20	44	20
15	59	21
37	45	22
37	8	23
13	17	24
17	9	24
13	6	24
41	9	24
19	7	24
19	30	24
54	57	24
13	54	24
13	41	24
13	57	24
19	54	24
57	9	24
41	57	24
13	5	24
5	9	24
17	57	24
41	54	24
32	9	24
57	6	24
17	6	24
13	9	24
5	57	24
54	6	24
54	7	24
6	9	24
13	32	24
30	7	24
48	57	24
20	8	25
36	39	26
38	58	27
36	37	28
3	8	29
59	8	29
3	59	29
2	44	30
38	52	31
20	38	32
28	8	33
46	49	34
0	47	35
28	30	35
30	42	35
28	47	35
0	10	35
10	42	35
10	47	35
0	42	35
30	47	35
42	47	35
10	2	35
2	42	35
17	25	36
17	27	36
40	52	37
45	8	38
1	36	39
34	49	40
1	17	41
37	40	42
39	57	43
1	28	44
27	7	45
29	35	46
14	38	47
16	33	47
33	34	47
14	50	47
33	37	47
37	43	47
14	37	47
14	34	47
33	43	47
16	50	47
38	43	47
14	33	47
33	38	47
14	40	47
14	52	47
14	16	47
33	40	47
34	37	47
33	50	47
14	43	47
16	38	47
16	37	47
20	50	48
17	31	49
0	15	50
14	24	51
15	40	52
20	28	53
18	20	54
42	50	55
23	45	56
15	45	56
21	45	56
24	29	56
18	21	56
15	24	56
29	45	56
24	45	56
18	51	56
45	51	56
21	51	56
18	24	56
24	51	56
15	18	56
18	45	56
18	29	56
21	29	56
29	51	56
51	55	57
29	43	58
17	22	59
23	51	60
43	46	61
16	20	62
50	51	63
36	40	64
21	37	65
14	3	66
12	33	67
26	27	68
25	26	68
1	26	68
1	27	68
25	27	68
15	55	69
10	29	70
34	44	71
4	51	72
20	47	73
2	61	74
23	36	75
0	40	76
