1	9	13	57	17
2	45	59
3	1	54
4	59	36
5	29	52
6	11	51
7	20	36
8	30	28
9	33	21
10	38	14
11	9	13	57	6
12	0	47
13	19	7
14	44	38
15	56	5
16	60	32
17	33	38
18	33	16
19	33	34
20	0	14
21	19	30
22	14	50
23	43	53
24	56	6
25	45	23
26	45	15
27	40	7
28	25	26	27
29	61	53
30	21	29
31	54	57	13
32	33	37
33	37	43
34	37	14
35	1	19
36	47	42
37	1	41
38	9	13	57	41
39	61	37
40	45	50
41	44	20
42	15	59
43	45	37
44	45	21
45	8	37
46	9	13	57
47	19	54
48	14	34
49	8	20
50	39	36
51	30	42
52	38	58
53	37	36
54	8	3
55	45	51
56	50	16
57	18	21
58	44	2
59	45	29
60	38	52
61	33	43
62	38	20
63	38	43
64	8	28
65	1	26	27
66	9	13	5	57
67	8	59
68	46	49
69	33	14
70	24	18
71	10	42
72	25	27	17
73	14	40
74	24	18	29
75	54	41
76	40	52
77	8	45
78	1	36
79	24	18	51
80	34	49
81	1	17
82	37	40
83	3	59
84	39	57
85	14	52
86	47	28
87	1	28
88	27	7
89	29	35
90	51	21
91	14	16
92	20	50
93	31	17
94	0	15
95	0	42
96	24	14
97	15	40
98	20	28
99	17	6
100	18	20
101	33	40
102	24	18	15
103	42	50
104	24	18	45
105	55	51
106	33	50
107	29	43
108	17	22
109	51	23
110	46	43
111	47	30
112	14	43
113	20	16
114	51	50
115	36	40
116	37	34
117	37	21
118	3	14
119	54	6
120	33	12
121	38	16
122	55	15
123	37	16
124	10	29
125	54	7
126	0	10
127	44	34
128	10	2
129	10	47
130	51	4
131	51	29
132	47	20
133	9	32	13
134	61	2
135	30	7
136	36	23
137	2	42
138	57	48
139	0	40
