45	59	1
45	8	1
36	59	2
29	52	3
11	51	4
20	36	5
37	45	6
21	33	6
21	37	6
38	44	7
5	56	8
56	6	8
32	60	9
0	14	10
0	40	10
43	53	11
23	45	12
23	51	12
40	7	13
26	27	14
25	26	14
1	26	14
1	27	14
25	27	14
53	61	15
1	54	16
1	19	16
1	41	16
37	61	17
45	50	18
50	51	18
20	44	19
15	59	20
37	8	21
13	17	22
17	9	22
41	9	22
54	57	22
13	54	22
13	41	22
13	57	22
57	9	22
41	57	22
13	5	22
5	9	22
17	57	22
41	54	22
57	6	22
17	6	22
13	9	22
5	57	22
54	6	22
13	6	22
6	9	22
19	7	23
19	30	23
19	54	23
54	7	23
30	7	23
33	34	24
14	34	24
34	37	24
20	8	25
36	39	26
38	58	27
36	37	28
2	44	29
28	8	30
46	49	31
17	25	32
1	17	32
17	27	32
1	36	33
34	49	34
3	8	35
59	8	35
3	59	35
39	57	36
38	52	37
40	52	37
14	52	37
1	28	38
27	7	39
29	35	40
14	38	41
16	33	41
14	50	41
33	37	41
37	43	41
14	37	41
16	50	41
33	43	41
38	43	41
14	33	41
33	38	41
14	40	41
37	40	41
14	16	41
33	40	41
33	50	41
14	43	41
16	38	41
16	37	41
17	31	42
0	15	43
14	24	44
15	40	45
20	28	46
20	47	46
18	20	47
42	50	48
15	45	49
21	29	49
21	45	49
45	51	49
24	29	49
18	21	49
15	24	49
29	45	49
24	45	49
18	51	49
21	51	49
18	24	49
24	51	49
15	18	49
18	45	49
18	29	49
29	51	49
51	55	50
29	43	51
17	22	52
43	46	53
16	20	54
20	38	54
20	50	54
36	40	55
14	3	56
12	33	57
15	55	58
10	29	59
0	47	60
42	47	60
28	30	60
30	42	60
10	42	60
28	47	60
0	42	60
30	47	60
0	10	60
10	2	60
10	47	60
2	42	60
34	44	61
4	51	62
32	9	63
13	32	63
2	61	64
23	36	65
48	57	66
